Date,Keyword,SMS,Result
2025-03-01 00:00:00,기타,[국외발신]telegram비정상적인 활동 감지즉시 인증하여 문제를 해결하세요,[국외 발신]telegram 비정상적인 활동감지 즉시 인증하여 문제를 해결하세요
2025-03-01 00:00:00,기타,[국제발신][Telegrem]계정에 비정상 로그인 로그 확인됨.링크를 통해 재인증 진행해주세요.,[국제발신][Telegrem] 계정에 비정상 로그인 로그 확인됨 링크를 통해 재인증 진행해주세요
2025-03-01 00:00:00,기타,[국외발신][Telegram]불완전한 ？？？？？？？ 확인. 홈페이지 접속후 재연동 해주세요,[국외 발신][Telegram] 불완전한 확인 홈페이지 접속 후 재연동해주세요
2025-03-01 00:00:00,기타,[국외발신]TeIegram？？？？？？에 따라 6시간 이내로 미？？？증시 ？？정이 삭？？되오니 인？？？바랍니다,[국외 발신] TeIegram에 따라[TIME] 간이내로 미 증시정이 삭되오니 인 바랍니다
2025-03-01 00:00:00,기타,[국외발신]T？el？？e？gra？m？정책상 ？？？퇴？？정이니 6？？간？？ ？？？증바랍니다.,[국외 발신] Telegram 정책상 퇴정이니 6간증 바랍니다
2025-03-01 00:00:00,기타,[국외발신]텔레그램 개인정보 해킹시도 잠시후 계정이 삭제 됩니다 공식홈에서 문제를 해결하세요.,[국외 발신] 텔레그램 개인정보 해킹 시도 잠시 후 계정이 삭제됩니다공식 홈에서 문제를 해결하세요
2025-03-01 00:00:00,기타,T?I?gram??????에따라 탈퇴될 예???이니 6시간이?? 인???을 완??바랍니다.,TIgram에 따라 탈퇴될 예이니[TIME] 간이인을 완 바랍니다
2025-03-01 00:00:00,기타,텔레그렘 회원의 보안정보를 강화하세요 계정 정지 됩니다 공식 홈에서 강화하세요,텔레그렘 회원의 보안정보를 강화하세요 계정 정지됩니다 공식 홈에서 강화하세요
2025-03-01 00:00:00,기타,[국제발신]T el eg ram   책상   정이    퇴예정이니 6시간이내 인   바랍니다,[국제발신] Telegram 책상정이 퇴예정이니[TIME] 간 이 내인 바랍니다
2025-03-01 00:00:00,기타,[국외발신]T？el？eg？ram？？？？？？？？？ ？？？퇴예정？？니 6시간내 인？？？？？랍니？？,[국외 발신] Telegram 퇴 예정니[TIME] 간 내인 랍니
2025-03-01 00:00:00,기타,Te?egra?????인이 감??되었으니 ???증을 통해 ??정을 ??호하세요,Teegra인이감되었으니 증을 통해 정을 호하세요
2025-03-01 00:00:00,기타,[국외발신]T？el？eg？ram？？？책？？？ ？？？？？예정？？니 6시간내 인？？？？？랍？？？？.,[국외 발신] Telegram 책 예정니[TIME] 간 내인 랍
2025-03-01 00:00:00,기타,[국외발신]T？e？Ieg？ram정？？？을 위반하여 계？？？삭제 예정이니 6시간내 ？？？？？？？？랍？？다,[국외 발신] TeIegram정을 위반하여 계삭제 예정이니[TIME] 간 내랍다
2025-03-01 00:00:00,기타,[국외발신]T？e？Ieg？ram정？？？을 위반하여 계？？？삭제 예정이니 5시간내 ？？？증？？？？？？？다,[국외 발신] TeIegram정을 위반하여 계삭제 예정이니[TIME] 간 내증다
2025-03-01 00:00:00,기타,[국외발신]텔레그램 센터 개인정보 강화안내 계정 잠금됩니다. 공식 홈에서 문제 해결하세요,[국외 발신] 텔레그램 센터 개인정보 강화 안내 계정 잠금됩니다공식 홈에서 문제 해결하세요
2025-03-01 00:00:00,기타,[국제발신]T  el eg ram    책         예정  니 6시간내 인     랍니,[국제발신] Telegram 책 예정니[TIME] 간 내인 랍니
2025-03-01 00:00:00,기타,[국외발신]T？？el？？e？gram？？？？？？？？？ ？？？퇴예정？？니 ？？시간내 ？？？？？？？？？？？？？？？,[국외 발신] Telegram 퇴 예정 니 시간내
2025-03-01 00:00:00,기타,T?el??e?gra?m정?????반 ???퇴??정이니 6??간내 ???증바랍니다.,Telegram 정반 퇴정이니 6간 내 증 바랍니다
2025-03-01 00:00:00,기타,[국외발신][Telegram]사용자 규정 위반으로 24시간 내 자동 탈퇴할 예정.  에서 리스크 해제하시길.,[국외 발신][Telegram] 사용자 규정 위반으로 [TIME] 간 내 자동 탈퇴할 예정에서 리스크 해제하시길
2025-03-01 00:00:00,기타,[국외발신]T？el？egram？？？책？？？ ？？？퇴？？정이니 6？？간？？ ？？？증바랍니다.,[국외 발신] Telegram책 퇴정이니 6간증 바랍니다
2025-03-01 00:00:00,기타,[국외발신] T el  e gra m계정이 삭제되니 취소를 위해 공식 웹사이트에 로그인하세요,[국외 발신] Telegram 계정이 삭제되니 취소를 위해 공식 웹사이트에 로그인하세요
2025-03-01 00:00:00,기타,[국제발신]T e l e gra m   책         예정이니 6  간      증바랍니다.,[국제발신] Telegram 책 예정이니 6간증 바랍니다
2025-03-01 00:00:00,기타,[Telegrem]정책상 계정이 탈퇴예정이니 6시간이내에 인증해주시기 바랍니다.,[Telegrem] 정책상 계정 이 탈퇴 예정이니[TIME] 간 이내에 인증해주시기 바랍니다
2025-03-01 00:00:00,기타,[국제발신]T el e gram정   을 위반하여 계   삭제 예정이니 6시간내    증       다,[국제발신] Telegram정을 위반하여 계삭제 예정이니[TIME] 간 내증다
2025-03-01 00:00:00,기타,[국외발신]텔레그램 고객계정보안강화 요청 보안센터접속후 인증하세요 계정정지예정 대상자입니다,[국외 발신] 텔레그램 고객 계정 보안 강화 요청 보안센터 접속 후 인증하세요 계정 정지 예정 대상자입니다
2025-03-01 00:00:00,기타,[국제발신]텔레그램 보안강화 요청 보안센터 접속해 재인증해 강화하세요 계정 정지됩니다.,[국제발신] 텔레그램 보안 강화 요청 보안센터 접속해 재인증해 강화하세요 계정 정지됩니다
2025-03-01 00:00:00,기타,T?el?e?gram정???을 위반하여 계???삭제 예정이니 5시간내 ???증???????다,Telegram정을 위반하여 계삭제 예정이니[TIME] 간 내증다
2025-03-01 00:00:00,기타,[국외발신]T？el？？eg？？ram？？정이 삭제되니 취소를 위해 공식 웹사？？트에 로？？인하세요,[국외 발신] Telegram정이 삭제되니 취소를 위해 공식 웹사트에로 인하세요
2025-03-01 00:00:00,기타,[국제발신]T e l e gra m  용  한 예정이니    속하여    증으로     하세요,[국제발신] Telegram용 한 예정이니 속하여증으로 하세요
2025-03-01 00:00:00,기타,[국외발신]T？el？e？gram정？？？을 위반하여 계？？？삭제 예정이니 4？？간？？ ？？？증？？랍？？다,[국외 발신] Telegram정을 위반하여 계삭제 예정이니 4간 증랍다
2025-03-01 00:00:00,기타,Te?Ie?g?r?am???책에따라 6시간내 미???증시 ??정이 삭??오니 ??????바랍니다,TeIegram 책에 따라[TIME] 간 내 미 증시정이삭 오니 바랍니다
2025-03-01 00:00:00,기타,[국외발신]T？e？l？egram？？？책에 따라 6시간내 미？？？증시 ？？정이 삭？？오니 ？？？？？？바랍니다,[국외 발신] Telegram 책에 따라[TIME] 간 내 미 증시정이삭 오니 바랍니다
2025-03-01 00:00:00,기타,T?e?l?e?gra?m???책??? 탈퇴?????이?? 5시간내 ???증바랍니다.,Telegram 책 탈퇴이[TIME] 간 내 증 바랍니다
2025-03-01 00:00:00,기타,T?el?egram???책??? ???퇴예정??니 6시간내 인?????랍니??.,Telegram책 퇴예정니[TIME] 간 내인 랍니
2025-03-01 00:00:00,기타,[국제발신]T el egram   책       퇴예정  니 6시간내 인     랍니  .,[국제발신] Telegram책 퇴예정니[TIME] 간 내인 랍니
2025-03-01 00:00:00,기타,[국외발신]T？e？l？e？gra？m？？？책상 탈？？？？정이？？ 5시간내 ？？？？？？바랍니다.,[국외 발신] Telegram 책상 탈정이[TIME] 간내 바랍니다
