content,label
엄마가 이거 보라고 했어 URL 7152,0
엄마가 이거 보라고 했어 URL 6925,0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 4091 (고객센터: 02-2100-3399),0
[우리은행] 환전 수수료 최대 90% 할인. 지금 신청하세요 URL 1552 (고객센터: 1588-5000),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 2285,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 7521 (고객센터: 1661-3000),0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 1614 (고객센터: 1599-3333),0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 9538 (고객센터: 120),0
이거 너 예전에 찾던 거 아니야? URL 7557,0
우리 다음 약속 이 링크 참고하자 URL 5733,0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 3148 (고객센터: 1599-3333),0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 2936,0
이거 진짜 도움 됐어 공유할게 URL 8885,0
우리 다음 약속 이 링크 참고하자 URL 5390,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 5433,0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 5587,0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 2686,0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 9229,0
이거 너 예전에 찾던 거 아니야? URL 6343,0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 1041 (고객센터: 100),0
택배조회는 공식 사이트에서만 가능합니다. URL 4760,0
[KT] 인터넷+TV 가입 시 최대 혜택 지급! URL 8234 (고객센터: 100),0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 7383 (고객센터: 1599-1111),0
[신한은행] 적금 가입하고 치킨쿠폰 받자! 이벤트 참여 URL 1076 (고객센터: 1577-8000),0
택배조회는 공식 사이트에서만 가능합니다. URL 8430,0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 1572 (고객센터: 1577-1000),0
이거 너 예전에 찾던 거 아니야? URL 8078,0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 7853 (고객센터: 1544-0010),0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 2523 (고객센터: 1588-0075),0
이거 너 예전에 찾던 거 아니야? URL 217,0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 9461 (고객센터: 02-2100-3399),0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 6181 (고객센터: 1661-3000),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 9887 (고객센터: 129),0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 731 (고객센터: 1577-1000),0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 591 (고객센터: 100),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 1882,0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 344,0
이번 주말 어디 갈지 정리된 거야 URL 2079,0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 7562 (고객센터: 120),0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 4222 (고객센터: 182),0
우리 다음 약속 이 링크 참고하자 URL 1820,0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 4223 (고객센터: 1599-3333),0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 2934 (고객센터: 1577-1000),0
이번 주말 어디 갈지 정리된 거야 URL 3870,0
이벤트 참여는 은행 홈페이지에서 직접 확인하세요. URL 6369,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 4250 (고객센터: 1661-3000),0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 8632,0
택배조회는 공식 사이트에서만 가능합니다. URL 2948,0
우리 다음 약속 이 링크 참고하자 URL 9453,0
이번 주말 어디 갈지 정리된 거야 URL 9289,0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 8867 (고객센터: 120),0
택배조회는 공식 사이트에서만 가능합니다. URL 4672,0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 3288 (고객센터: 1599-1111),0
이거 진짜 도움 됐어 공유할게 URL 690,0
[KT] 인터넷+TV 가입 시 최대 혜택 지급! URL 9429 (고객센터: 100),0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 7070,0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 1428 (고객센터: 02-2100-3399),0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 3301 (고객센터: 1544-0010),0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 5322 (고객센터: 1599-1111),0
엄마가 이거 보라고 했어 URL 9848,0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 2551 (고객센터: 120),0
이번 주말 어디 갈지 정리된 거야 URL 2609,0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 9586,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 6195 (고객센터: 1588-0075),0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 1395 (고객센터: 182),0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 9087,0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 5455 (고객센터: 1577-8866),0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 8749,0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 5587 (고객센터: 1599-1111),0
이거 너 예전에 찾던 거 아니야? URL 2267,0
이거 너 예전에 찾던 거 아니야? URL 6451,0
엄마가 이거 보라고 했어 URL 1952,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 5441 (고객센터: 1661-3000),0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 1795 (고객센터: 182),0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 4784 (고객센터: 1661-3000),0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 1676 (고객센터: 100),0
친구가 이 링크 꼭 보라던데? URL 509,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 6884 (고객센터: 1661-3000),0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 1284 (고객센터: 1599-3333),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 5923 (고객센터: 129),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 6087,0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 8868,0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 6946,0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 2881,0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 7206 (고객센터: 1599-3333),0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 8713 (고객센터: 1577-1000),0
우리 다음 약속 이 링크 참고하자 URL 9053,0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 4816 (고객센터: 182),0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 7240 (고객센터: 02-2100-3399),0
이거 너 예전에 찾던 거 아니야? URL 1511,0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 2209,0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 3879 (고객센터: 120),0
[신한은행] 적금 가입하고 치킨쿠폰 받자! 이벤트 참여 URL 3945 (고객센터: 1577-8000),0
이번 주말 어디 갈지 정리된 거야 URL 92,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 5986 (고객센터: 1588-0075),0
[신한은행] 적금 가입하고 치킨쿠폰 받자! 이벤트 참여 URL 1292 (고객센터: 1577-8000),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 2276,0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 1531 (고객센터: 1544-0010),0
엄마가 이거 보라고 했어 URL 6227,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 6350 (고객센터: 1588-0075),0
이번 주말 어디 갈지 정리된 거야 URL 1599,0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 4324 (고객센터: 1588-9999)",0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 7443 (고객센터: 1588-0075),0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 6328 (고객센터: 182),0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 4792 (고객센터: 100),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 5437 (고객센터: 129),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 4077,0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 1775 (고객센터: 02-2100-3399),0
친구가 이 링크 꼭 보라던데? URL 9530,0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 6889,0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 8884 (고객센터: 100),0
이거 너 예전에 찾던 거 아니야? URL 4727,0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 549 (고객센터: 1599-1111),0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 6801,0
엄마가 이거 보라고 했어 URL 5700,0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 5285 (고객센터: 100),0
[KT] 인터넷+TV 가입 시 최대 혜택 지급! URL 7525 (고객센터: 100),0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 3857 (고객센터: 1599-1111),0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 3331,0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 22 (고객센터: 1577-1000),0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 7537 (고객센터: 02-2100-3399),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 1475,0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 2217 (고객센터: 1544-0010),0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 1183,0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 6059 (고객센터: 1588-9999)",0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 8892,0
우리 다음 약속 이 링크 참고하자 URL 8165,0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 2594 (고객센터: 182),0
이벤트 참여는 은행 홈페이지에서 직접 확인하세요. URL 8951,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 7090 (고객센터: 1588-0075),0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 9542 (고객센터: 1599-3333),0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 6136 (고객센터: 1588-9999)",0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 7614 (고객센터: 182),0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 8151,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 3225,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 7911 (고객센터: 1588-0075),0
우리 다음 약속 이 링크 참고하자 URL 8364,0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 6394 (고객센터: 182),0
엄마가 이거 보라고 했어 URL 9290,0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 7411 (고객센터: 1599-3333),0
이거 진짜 도움 됐어 공유할게 URL 6637,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 6156,0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 1286 (고객센터: 1588-9999)",0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 9409,0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 7867 (고객센터: 1577-8866),0
이번 주말 어디 갈지 정리된 거야 URL 4453,0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 8670,0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 7258,0
엄마가 이거 보라고 했어 URL 1038,0
[신한은행] 적금 가입하고 치킨쿠폰 받자! 이벤트 참여 URL 3183 (고객센터: 1577-8000),0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 8923 (고객센터: 1588-9999)",0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 7643 (고객센터: 02-2100-3399),0
이거 너 예전에 찾던 거 아니야? URL 6298,0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 6510,0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 3919 (고객센터: 1577-1000),0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 6843,0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 8356 (고객센터: 1544-0010),0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 2774 (고객센터: 1544-0010),0
친구가 이 링크 꼭 보라던데? URL 4195,0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 2070 (고객센터: 1544-0010),0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 8386,0
이번 주말 어디 갈지 정리된 거야 URL 3979,0
엄마가 이거 보라고 했어 URL 796,0
[우리은행] 환전 수수료 최대 90% 할인. 지금 신청하세요 URL 329 (고객센터: 1588-5000),0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 5054 (고객센터: 1577-1000),0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 109 (고객센터: 1599-1111),0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 4282 (고객센터: 100),0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 5343,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 716,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 8778 (고객센터: 1588-0075),0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 9584 (고객센터: 120),0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 8136,0
이번 주말 어디 갈지 정리된 거야 URL 4530,0
[KT] 인터넷+TV 가입 시 최대 혜택 지급! URL 1139 (고객센터: 100),0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 8662 (고객센터: 120),0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 1727,0
이벤트 참여는 은행 홈페이지에서 직접 확인하세요. URL 3794,0
이거 너 예전에 찾던 거 아니야? URL 2137,0
이번 주말 어디 갈지 정리된 거야 URL 5983,0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 1348,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 7485,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 7939,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 749 (고객센터: 1661-3000),0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 7398 (고객센터: 100),0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 2113,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 3021,0
택배조회는 공식 사이트에서만 가능합니다. URL 5276,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 612 (고객센터: 1588-0075),0
이거 진짜 도움 됐어 공유할게 URL 4627,0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 1230 (고객센터: 1577-8866),0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 638,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 270,0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 5712 (고객센터: 1577-8866),0
이런 문자 받으면 의심하고 절대 클릭하지 마세요. URL 7536,0
이번 주말 어디 갈지 정리된 거야 URL 3188,0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 5547 (고객센터: 100),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 7063,0
이거 진짜 도움 됐어 공유할게 URL 9977,0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 9489 (고객센터: 1577-1000),0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 8374 (고객센터: 1588-9999)",0
[KT] 인터넷+TV 가입 시 최대 혜택 지급! URL 2402 (고객센터: 100),0
이거 너 예전에 찾던 거 아니야? URL 4079,0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 5100 (고객센터: 1577-8866),0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 7274 (고객센터: 182),0
[신한은행] 적금 가입하고 치킨쿠폰 받자! 이벤트 참여 URL 9450 (고객센터: 1577-8000),0
친구가 이 링크 꼭 보라던데? URL 8296,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 246,0
친구가 이 링크 꼭 보라던데? URL 2712,0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 1504 (고객센터: 182),0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 3138,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 7403 (고객센터: 1588-0075),0
엄마가 이거 보라고 했어 URL 816,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 232 (고객센터: 1661-3000),0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 4441 (고객센터: 1661-3000),0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 5667,0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 2324,0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 3886 (고객센터: 1599-3333),0
이번 주말 어디 갈지 정리된 거야 URL 6382,0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 6468 (고객센터: 1577-1000),0
[카카오뱅크] 비대면 신용대출 가능 여부 간편 조회 URL 1665 (고객센터: 1599-3333),0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 8867,0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 5726,0
택배조회는 공식 사이트에서만 가능합니다. URL 7763,0
택배조회는 공식 사이트에서만 가능합니다. URL 2604,0
이벤트 참여는 은행 홈페이지에서 직접 확인하세요. URL 6101,0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 8537,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 8130,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 1215,0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 5380 (고객센터: 182),0
이거 진짜 도움 됐어 공유할게 URL 6097,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 2065,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 6566,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 350 (고객센터: 1661-3000),0
[우리은행] 환전 수수료 최대 90% 할인. 지금 신청하세요 URL 2397 (고객센터: 1588-5000),0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 2588 (고객센터: 1599-1111),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 4945 (고객센터: 129),0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 3983 (고객센터: 1661-3000),0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 2250,0
이번 주말 어디 갈지 정리된 거야 URL 1926,0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 4861,0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 8423 (고객센터: 1577-8866),0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 8686,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 3847,0
이거 진짜 도움 됐어 공유할게 URL 8417,0
[LG U+] 신규 가입 이벤트. 요금할인 + 사은품 URL 4584 (고객센터: 1544-0010),0
택배조회는 공식 사이트에서만 가능합니다. URL 8651,0
이거 진짜 도움 됐어 공유할게 URL 8182,0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 8510 (고객센터: 120),0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 7560,0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 9964,0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 6919 (고객센터: 1588-0075),0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 4611 (고객센터: 1577-8866),0
[KT] 인터넷+TV 가입 시 최대 혜택 지급! URL 8593 (고객센터: 100),0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 5295 (고객센터: 1588-0075),0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 404 (고객센터: 1588-0075),0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 3519 (고객센터: 1588-9999)",0
우리 다음 약속 이 링크 참고하자 URL 9598,0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 4347 (고객센터: 1588-9999)",0
이벤트 참여는 은행 홈페이지에서 직접 확인하세요. URL 9107,0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 495 (고객센터: 1599-1111),0
[신한은행] 적금 가입하고 치킨쿠폰 받자! 이벤트 참여 URL 8821 (고객센터: 1577-8000),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 7707 (고객센터: 129),0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 2202,0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 8740 (고객센터: 120),0
[SKT] 데이터 리필 쿠폰 선착순 증정! URL 279 (고객센터: 100),0
[행정안전부] 폭염주의보 발효. 무더위쉼터 위치 확인 바랍니다. 6372 (고객센터: 02-2100-3399),0
[근로복지공단] 산재보상 신청 결과는 홈페이지에서 확인 가능합니다. 6588 (고객센터: 1588-0075),0
공공기관은 절대 문자로 계좌번호를 묻지 않습니다. 7192,0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 2703,0
[우리은행] 환전 수수료 최대 90% 할인. 지금 신청하세요 URL 8549 (고객센터: 1588-5000),0
[건강보험공단] 건강검진 예약 안내. 예약 기간: DATE까지 932 (고객센터: 1577-1000),0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 3014,0
모르는 번호로 온 문자는 반드시 확인 후 삭제하세요. 5959,0
안전신고 앱은 여기에서 설치할 수 있습니다. URL 8055,0
[우리은행] 환전 수수료 최대 90% 할인. 지금 신청하세요 URL 179 (고객센터: 1588-5000),0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 8277 (고객센터: 1599-1111),0
[경찰청] 스미싱 문자 주의. 출처 불분명한 링크 클릭 금지 4562 (고객센터: 182),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 6231 (고객센터: 129),0
"[KB국민은행] 간편하게 계좌개설하고, 최대 5% 혜택 받으세요! URL 9741 (고객센터: 1588-9999)",0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 8940 (고객센터: 1577-8866),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 4012 (고객센터: 129),0
드디어 나도 이거 샀어 ㅋㅋ 너도 봐봐 URL 5296,0
택배조회는 공식 사이트에서만 가능합니다. URL 6693,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 2774 (고객센터: 1661-3000),0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 7276 (고객센터: 1577-8866),0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 7185,0
[농협은행] 스마트뱅킹 첫 가입 시 스타벅스 쿠폰 증정 URL 4375 (고객센터: 1661-3000),0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 2584,0
엄마가 이거 보라고 했어 URL 3715,0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 2093 (고객센터: 129),0
[보건복지부] 독감 예방접종 대상자에게 안내드립니다. 가까운 보건소 문의 8799 (고객센터: 129),0
이벤트 참여는 은행 홈페이지에서 직접 확인하세요. URL 2567,0
엄마가 이거 보라고 했어 URL 8254,0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 7909 (고객센터: 1599-1111),0
인증서 재발급은 은행 앱을 통해 직접 하세요. URL 7459,0
[환경부] 대기오염 농도 높음. 차량 2부제 시행에 협조 바랍니다. 7548 (고객센터: 1577-8866),0
[서울시청] 내일 오전 미세먼지 ‘나쁨’ 예보. 실외활동 자제 권고 4866 (고객센터: 120),0
[하나은행] 하나원큐 대출 한도 확인 이벤트! URL 8542 (고객센터: 1599-1111),0
