text,label
[국제발신] 귀하의 텔레그램이 비정상입니다 보안센터에 로그인하여 확인을 확인하십시오[URL],1
TeIegram 정책위반 안내귀하의 계정은[TIME] 간이내에 재인증되지 않을 시 탈퇴됩니다,1
몽골에서 저희 FFF1에 깊은 관심을 가져주시고 샘플을 요청해주신 고객님께 샘플 발송 지연과 관련해서 안내 말씀드립니다.,0
[SMS][로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL],1
귀사의 제안 덕분에 협상이 원만히 마무리 된 것 같네요.,0
[국제발신] 듀][교통 24] 도로교통법규 위반 과징금 부과서가 전송되었습니다 조회[URL],1
Telegram 정위반으로 [TIME] 간이 내재인증되지 계 탈퇴 예정,1
가격은 수량에 따라 달라지며 그 반대도 마찬가지입니까?,0
귀하가 기다리고 계셨을텐데 제가 제 시간에 보내드리지 못해 대단히 죄송합니다.,0
[국제발신] TeIegram 정책 따라 정이 6간인 바다,1
네 불편하신점이나 문제가 있으셨나요?,0
남성분들은 빨간색 여성분들은 하얀색 옷을 입고 오시면 됩니다.,0
[부고장 알림 문자]부모님이 금일 새벽 별세하셧습니다 삼가 알려드립니다,1
[국외 발신] Telegram 비정적인 로인이 감지 본 증완주세요,1
TeIegram 책라퇴이 6간인 바다,1
아버지가 심장마비로 [DATE] 별세하셨습니다 장례식장 주소 위치정보[URL],1
[Web발신] 제[COUNT] 4나 1사건 관련 기록을 열람했습니 다 접수 지역의 수사 1팀으로 방문 요망,1
"네, 홈 시어터 스피커 5개 있습니다.",0
석회를 뿌리고 질산태질소를 사용한다면 토양의 산도와 뿌리혹병 예방이 가능합니다.,0
텔레그램 이용자 개인정보 유출 계정이 삭제됩니다 보안센터 접속해 인증하세요,1
[국외 발신] 텔레그램 사용계정 스팸 탐지[TIME] 간 후 계정 이 탈퇴 처리됩니다로그인하여 스팸해제,1
[DATE][TIME] 어머니께서 급병으로 돌아가셨고 장례식장 위치[URL],1
[국외 발신] TeIegram정을 위반하여 계삭제 예정이니[TIME] 간 내랍다,1
이전 모델에는 녹색이 없었죠?,0
저희는 컴플레인 메일을 받은 즉시 진상 파악에 나섰습니다.,0
그리고 귀사와의 거래는 앞으로 잠정 보류하겠습니다.,0
[텔레그램] 비정상 로그인 시도 비밀번호[COUNT] 오류계정 안전을 위한 인증을 진행하시기 바랍니다,1
아버지께서 어젯밤 심장마비로 돌아가셨습니다 장례식장 주소입니다[URL],1
[국외 발신] Telegram 귀하계정을 비활성화로 전환합니다 취소시로그인을 진행하세요,1
제 거는 어차피 치약으로 하면 지워지기 때문에 상관없어요.,0
모든 자료는 PDF 파일 형식으로 보내 주시길 바랍니다.,0
이 치실이 여러분의 미소를 깨끗하고 건강하게 유지하도록 도와드리겠습니다.,0
[국제발신][Telegram] 국외 장소에서 다른 세션 활동 확인 홈페이지 접속 후 재연동해주세요,1
퀸 베드가 있는 룸으로 예약해 주시기를 바랍니다.,0
Telegram 책에 따라[TIME] 간 내 미 증시정이삭 오니 바랍니다,1
"자, 투어가 끝난 후 상품 배지가 많은 2인이 우승하고 상품을 받고요.",0
[민원24] 차량 불법 주정차 감시사진벌금 고지 확인,1
teIegram 비정상 활동 감지 현재 이용 중인 ID는 재인증되지 않을 시 탈퇴 처리됩니다,1
저희는 가정에 사용하는 전자용품을 주로 판매합니다.,0
[Web발신] 페기물 분리수거 위반 신고되어 알려드립니다 내용 확인[URL],1
[국제발신] Telegram 새운로그인 감지 전한 사용을 해 검증을 완료하세요,1
[민원24] 페기물관리법 제8조 제1항 위반 대상입니다 영상 확인,1
귀하의 계정이 스신고를 받아 제한되니 증후 다시로 인하세요,1
[국제발신] TeIegram 사용정책 위반에 따라 계정이 비활성화될 예정입니다[TIME] 간 내로 본인 인증을 완료해주세요,1
이미 끝났으니까 뭐 할 얘기는 없지.,0
나 사실 올해 거 보긴 봤는데 내년 건 안 봤거든.,0
[국외 발신] Telegram 앱 위반으로 퇴정이니[TIME] 간증 바니,1
[국외 발신][듀][Telegram] 사용규칙을 위반하여 [TIME] 간 후 계정해지됩니다에 접속하여 인증하세요,1
엄마들이 상황에 따라 양을 조절해서 나누어 줄 수 있습니다.,0
[Web발신][경찰청 교통 24] 교통법규 위반 신호 미준수 사실 확인상세보기[URL],1
[국제발신]teIegram 보안 위험에 취약합니다 계정 보완을 위하여 다시 로그인하세요,1
[국제발신] TeIegram 앱 사용 정책 위반으로 탈퇴 예정이니[TIME] 간 내 보안증랍다,1
월 2회 이상 보고회를 통해 원가 절감 아이디어를 공유합니다.,0
또한 클라우드 플랫폼과 제공할 수 있는 클라우드 스토리지의 양을 말씀해 주세요.,0
[Web발신][로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL],1
"글쎄요, 저희는 트럭 한 대에 5,000개의 제품을 가지고 있습니다.",0
그렇게 하면 몇 년 후에 다시 판매할 수 있죠.,0
재고를 확인하신후에 회신 부탁드립니다.,0
[국제발신] Telegram 앱 사용 책 위반으로 탈퇴 예정이니[TIME] 간 내 인증 바랍다,1
"혁신적인 소프트웨어, 효과, 루프, 샘플 등을 직관적으로 제어할 수 있습니다.",0
"네, 말도 하시고, 전화도 하시고, 일상 생활은 문제가 없는데 휠체어가 없으면 못 움직이시죠.",0
[국외 발신] Telegram 정반 탈 정재을 통해 ID보호 바랍니다,1
[국제발신] Telegrem 책상 탈정이[TIME] 간 내 보안 바랍니다,1
그래도 가격이 꽤 비싸니까 많이 살게요.,0
귀하계정 누적스팸 활동 탐지[TIME] 간 후 계정 탈퇴 처리됩니다웹로그인해 스팸 해제 하세요,1
[국제발신][경찰청 교통] 통보 안내 문자가 도착하였습니다 내용 확인 [URL],1
[Web발신][경찰청 교통] 주차미 준수 확인과 태료 부과 내용 전달 완료 연람 바람[URL],1
두 달 전에 한 계약에 따르면 귀하께서는 골프채를 받으시는대로 전체 대금을 지불해 주셨어야 합니다.,0
듀]TeIegram 정책 위반으로 귀하의 계정이[TIME] 간이내에 재인증되지 않을 시 탈퇴 예정,1
그 이후 그런 실수는 한 번도 한 적이 없거든요.,0
텔레그램 귀하의 계정장시간 인증을 하지 않아 계정 삭제됩니다 보안센터 인증해주세요,1
[국제발신] TeIegram 정책반으로 탈 예정이니 12내 바랍니다,1
오늘 메일 드린 이유는 저희 FFF에 관심이 있는 지인들이 많다고 말씀해 주셨던 것이 생각 났기 때문입니다.,0
듀] 텔램용 책 위반 탈정입니다재을 통해 계정을 보호 바랍니다,1
레램용 책 위반 탈정입니다을 통해 ID를 보호 바랍니다,1
TIgram 정책에 따라 계정 탈퇴될 예정이니[TIME] 간이내을 랍니다,1
[Web발신] 광고[교통청 알림 문자 발송] 확인 바람 무료 거부[PHONE],1
스마트한 기능이 있는 정수 필터나 정수기를 찾고 있습니다.,0
[국제발신] TeIegram에 따라 탈이[TIME] 간내 바랍,1
[국제발신] 텔레그램 귀하의 계정장시간 인증을 하지 않아 계정 삭제됩니다 보안센터 인증해주세요,1
우호적인 협조를 주셔서 감사드립니다.,0
[국제발신][경찰청 통보 문자] 위반 통지문자가 전달되었습니다 열람 바람[URL],1
귀사 제품에 실망을 표하고 싶어요.,0
[국외 발신][경찰청 통지문자] 벌칙금 부과 내용 전달되었습니다 열람 바람,1
[국제발신] Telegram용 반으로 탈정이니 6내 증 바랍다,1
[민원24] 음식물 무분리수거 위반 과징금 고지서가 전달되었습니다 보기[URL],1
페기물 분리수거 위반 신고되어 알려드립니다 내용 확인[URL],1
BBB가 그들의 사진 편집 분야를 기반으로 한 좋은 제안을 찾을 때마다.,0
TeIegram에 따라 탈퇴 예이니인을 완 바랍니다,1
[국외 발신] 텔레그램 계정 이상 계정이 삭제되는 것을 방지하려면 다시 인증하세요,1
[Web발신][로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL],1
[국외 발신][TeIegram] 규정 위반으로 [TIME] 간 후 자동 해지됩니다 홈페이지에 접속하여 제한해 지하세요,1
[국외 발신] Telegram 새운로인 감지 안전한 사용을 해인을 완료하세요,1
그래도 이러한 이벤트가 있다니 참 좋습니다.,0
아버님께서 오늘 새벽[TIME] 에별세하셨습니다 시간 빈소[URL],1
[국제발신] TeIegram에 따라 탈퇴할 예이니인을 완 바랍니다,1
[국제발신] TeIegram 규정 위반으로 계정이 곧 비활성화될 예정이니[TIME] 간 안에 본인 인증을 해주세요,1
"아니, 됐습니다, 됐습니다.",0
믿음직한 AS로 철저한 사후관리를 해주는 오븐입니다.,0
[국제발신][교통안내 문자 과태료 부과 내용 전달되었습니다 내용 확인[URL],1
[국외 발신] Telegram 약관반[TIME] 간이 내재증되지 않을 시 계 삭제정,1
아까는 8:2 때는 짜장 맛도 들어간 줄 몰랐다고 했잖아요.,0
"모든 제품의 젤을 개선하여, 유리로 뒤덮인 휴대폰에서도 작동합니다.",0
일라이: 니모는 얼마나 깊이 들어갈 수 있고 배터리 팩은 얼마나 오래 지속되나요?,0
텔레그램 비정상적인 활동 시스템 감지[TIME] 간이 내재인증되지 않을 시 탈퇴 예정,1
YGX 크루의 무대 점수를 공개하겠습니다.,0
영산강을 따라 올라오시며 됩니다.,0
네 고객님 어떤 유형의 커튼으로 구입 원하시나요?,0
이런 분위기를 타파하고 채식에 대한 오해를 바로잡고 싶은것이 저희 기업의 장기적인 목표입니다.,0
[국외 발신][경찰청 24] 법적 기준 초과로 인한 과징금 부과서가 정상 발급 확인하기[URL],1
지난번 아기용품 수출에 관심이 많다고 하셨지요,0
[국제발신][텔레그램] 계정이 해지되지 않도록 [TIME] 간 내에에 접속하여 인증을 완료해주세요,1
사전에 충분한 Forecast를 주지 않으면 저희는 생산 스케줄을 잡을 수가 없습니다.,0
"아, 혹시 BBB 컴퍼니에서 오셨나요?",0
[국제발신] TeIegram라정이 6간 바다,1
솔직히 대표님이 얘기를 안 했으면 나는 몰랐을 수도 있어.,0
그러나 그것은 유료 응용 프로그램입니다.,0
카탈로그에서 모니터 목록을 보았는데 자세한 성능을 알고 십습니다.,0
무엇보다도 신빙성 있는 모든 경로를 통해 관련 정보를 수집해야 할 것입니다.,0
그거 다 귀사 사이트에서 글을 읽고 배운 겁니다.,0
그에 맞춰 그는 이중 또는 다중 기능을 가진 가구에 관심을 갖고 있습니다.,0
손쉬운 음식물 배출과 세척을 위해 들러붙지 않게끔 씌워진 코팅이 적용되었습니다.,0
"자사 금융 상품의 종류는 크게 주식, 펀드, 보험으로 나누어 볼 수 있습니다.",0
"성은이가 지금 편지를 보낸 거야, 나한테.",0
[국외 발신] TeIegram 다른 디바이스 감지 고객센터에서 보안 완화하세요,1
[국외 발신] 텔레그램 비정상적인 활동 시스템 감지[TIME] 간이 내재인증되지 않을 시 탈퇴 예정,1
갈 거니까 저거는 알알이 엄청 예쁘게 안 잘라도 되는구나.,0
부고장 아버님 임종 소식을 알려드립니 다 장례식장 [URL],1
"10만 고객의 선택, 결코 후회하지 않으실 것입니다.",0
민원24페기물 분리수거 위반 신고되어 알려드립니다 내용 확인[URL],1
기존 제품보다 가볍게 출시되었습니다.,0
[국제발신][Telegram] 사용규칙을 위반하여 [TIME] 간 후 계정 해지됩니다에 접속하여 인증하세요,1
[교통 24] 법적 기준 초과로 인한 과징금 청구 내역이 전달되었습니다 확인하기[URL],1
저희 OOO 호스텔에 대해 소개해드리겠습니다.,0
[국외 발신] TeIegram 책라정이 12간인 바다,1
그래서 테스트를 위해 제품 중 하나를 저에게 보냈습니다.,0
공장을 직접 방문하셔고 실제 생산하는 과정을 보면 저의 제품에 대한 더욱 이해가 될 것입니다.,0
[듀][경찰청 24]도로 주행법 위반 과징금 부과서가 정상 발급 확인하기[URL],1
Telegram 정반 탈정 6간 내 재 바랍니다,1
[국외 발신] 고객 텔레그램 계정 문제 발견 사이트에 접속해 문제 해결하세요[TIME] 간 내 계정해지됩니다,1
아버님께서 금일 별세하여 안내드립니다발인[DATE] 장례식[URL],1
[국외 발신][정부 24] 법적 기준 초과로 인한 과징금 미납 사전 통지서 발급 완료[URL],1
[국제발신][부고장 알림 문자]부모님이 금일 새벽 별세하셧습니다 삼가 알려드립니다,1
[국제발신] TeIegram 앱용 책반으로 탈정이니 12간 내 증랍다,1
[국제발신] Telegram 계정 보안 문제로 [TIME] 간이 내기기에 서 로그아웃됩니다 인증을 갱신하세요,1
아버지가 심장마비로 [DATE] 24일 별세하셨습니다 장례식장 주소 위치정보[URL],1
[국제발신] Telegram 회원님의 계정 로그인이 비정상적입니다 본인 인증을 완료해주세요,1
하지만 마지막 부탁이 있어요.,0
첫 번째 테스트는 자동 수질 평가였다.,0
지금 프로모션으로 진행되는 제품은 월 000원입니다.,0
아이들은 이 학습 장난감으로 생생한 색상을 통한 학습이 가능합니다.,0
[국제발신]그램 계정 팸 적정이 한되니 재증후로 인하세요,1
[국외 발신][교통 24]도로교통법규 위반 과징금 청구 내역이 전달되었습니다 확인하기[URL],1
[국외 발신] TeIegram 사책반으로 탈이니 12내 바랍니다,1
[국외 발신] TeIegram 사책반으탈퇴이니 6내 증 바랍다,1
왜 매번 알려주셨던 해상 스케줄보다 2~3일씩 늦게 도착하는 것인가요?,0
이력을 보니까 K본부 개그맨 지망을 하셨다고.,0
따라서 부동산 소유자는 종종 비어 있는 값비싼 부동산을 남게 됩니다.,0
[국외 발신] 계정 스팸 활동으로 탐지되었습니다 웹사이트 접속이 상해제 하세요 계정이[TIME] 간 뒤로 그 아웃됩니다,1
대신 저희가 객실을 모두 업그레이드해서 준비해드렸습니다.,0
[국제발신] TeIegram책으로 탈퇴 예정[TIME] 간내 바랍니다,1
[국제발신] Telegram 위반 사유로 탈퇴 예정 접속하여 인증을 해주세요,1
[Web발신] 쓰레기가 잘못 분류되는 모습을 담은 감시 영상입니다 처벌 내용을 보려면 클릭하세요[URL],1
하루빨리 문제가 해결되어 계약을 예정대로 진행할 수 있길 바랍니다,0
레스토랑은 고객에게 미국 최고의 와인 중 하나를 제공하는 것을 자랑스럽게 생각합니다.,0
이것들은 한 민족의 정체성을 묘사하고 있다.,0
다음 회의는 언제 예약할 수 있나요?,0
[국외 발신][경찰청 교통민원] 도로 위반 안내문자 발송 확인 바람[URL],1
하기 링크에 파일 올려 두었습니다.,0
Telegram 이용반 탈정재을 통해 계정을 보호 바랍니다,1
[국외 발신][정부 24]귀하께 신호 미준수 범칙금 부가 통지서 발송 완료상세보기[URL],1
3~4일 정도면 괜찮지만 더 늦어지면 곤란합니다.,0
9천 원에 10마리 넣어주는 데도 있대요.,0
보통 슬라이스 치즈에서 볼 수 있는 짠 맛은 거의 없고 치즈 자체의 맛도 강하지 않아서 생각보다 심심한 맛이 납니다.,0
카탈로그를 확인하시고 목도리에 대한 더 많은 정보가 필요하시면 연락 바랍니다.,0
"네, 그러면 저희가 견적서를 작성하여 이메일로 보내드리도록 할게요.",0
TeIegram 비정상 접근 시도 감지계정 강화하세요 곧 계정이 정지됩니다 공식 홈에서 해결하세요,1
"소금으로 원료를 만들고, 결국 또 소금이 됩니다.",0
또한 친환경 원료로 만들어져 엄마들 사이에서 매우 인기가 많다고 들었습니다.,0
그런데 목소리가 하이 톤이셔서.,0
Telegram 정안 내 계삭제정[TIME] 간간증 요망,1
[경찰청 교통 24] 위반통지문자가 전송되었습니다 내용 열람,1
지방 자치구 의회 의원 여러분 안녕하십니까.,0
우리는 아로마 테라피 실습을 위해 더 많은 직원을 고용했습니다.,0
[로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL],1
"FFF, FFF1 및 FFF2는 도난당하거나 분실된 경우 사기꾼에게 봉사하지 않습니다.",0
주문 제작기간은 평균 1~3주 정도 소요됩니다.,0
"거기는 기발한 놈, 미친놈을 뽑아요.",0
[국제발신][정부] 신호 미준수 범칙금 청구 내역 전달 완료상세보기[URL],1
나는 다른 회사들이 이미 훌륭한 로봇 청소기를 만들었다는 것을 안다.,0
웹 존재가 내 비즈니스에 중요한 이유는 무엇입니까?,0
[Telegram] 계정이 규정 위반으로 [TIME] 간 후 자동 해지됩니다에 접속하여 제한해제 하세요,1
[국제발신][텔레그램] 귀하의 계정에 비정상 접근 시도 보안을 강화해주세요,1
[국외 발신][Telegram] 사용규칙을 위반하여 [TIME] 간 후 계정해지됩니다에 접속하여 인증하세요,1
[텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요,1
괜찮아. 초안이 준비되면 이 주소로 보낼 수 있습니다.,0
[국외 발신] TeIegram 책라정이 5간인 바다,1
[국외 발신][듀] 텔레그램 비정상적인 활동 시스템 감지[TIME] 간이 내재인증되지 않을 시 탈퇴 예정,1
그러니까 반죽을 입혀서 넣으면 반죽이랑 사이가 탁 떠버리는 거예요.,0
저희는 그 다양한 니즈에 맞게 패키지도 다양화하는 것이 좋다고 생각합니다.,0
아버지께서 지병으로 어젯밤에 돌아가셨습니다 장례식장 주소를 확인하세요[URL],1
특히 해외 청소년들 사이에서 인기가 많아 수출량이 크게 증가하였습니다.,0
Telegram 새로운 기기감지 보안 강화를 해인을 완료하세요,1
[국외 발신] 텔레그램 비정상적인 활동 시스템 감지[TIME] 간이 내재인증되지 않을 시 탈퇴 예정,1
[국제발신][교통 24] 교통법 위반[신호 미준수] 법칙금 부가 내용 전달되었습니다 내용 확인[URL],1
[국외 발신] TeIegram책 12간 이내 안인 완료해주세요,1
항구의 극한 기상 조건으로 인해 물류 지연이 발생하고 있습니다.,0
"광수 형, 그러게 이거를 왜 적은 거야?",0
[국제발신][Telegram] 사용자 인증을 완료해주세요미인증 시 계정이 만료됩니다,1
[국제발신]하의 Whats App정은 지이니 보검은 공객터에세요,1
[국제발신] TeIegram 사책반으탈퇴이니 12내 증 바랍다,1
[국제발신][교통 24] 교통법규 미준수 과징금 부과서 발급 완료상세보기[URL],1
총 가격은 10만 달러입니다.,0
[국제발신] 교통문자 교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL],1
아침에 다른 건 다 없어졌어요,0
[국제발신][경찰청 교통민원]도로 위반 안내문자 발송 확인 바람[URL],1
긍정심리학은 우리에게 '사람의 기분과 인생관을 향상시키는 데 도움을 줄 수 있는 방법이 있는가'라는 질문을 던집니다.,0
[국제발신] 텔레그램 이용 고객이 상 문제 탐지계정이[TIME] 간 후 정지 예정입니다로그인하여 이상 해제 하세요,1
여러 의견과 아이디어가 있습니다.,0
[국외 발신]램정이규을 위반하여 한 될 예정이니 접하여 제 하십시오,1
[국외 발신] 텔레그램용 반으로 탈정이니 6내 증 바랍니다,1
임원진 분들이 참석 안 하는 것 보면 예상보다는 일이 더 커질 일은 없는 건가요?,0
저희는 아직도 추적번호를 받지 못했습니다.,0
"만약 제품에 어떠한 품질적 문제가 있다면 교환, 혹은 전액 환불해 드립니다.",0
[국외 발신] eegrm 정이 삭제될 예이니[TIME] 간이 내인 랍니다,1
TeIegram 안전규정 위반으로 [TIME] 간이내에에 접속하여 인증하세요 초과되면 계정 사용권이 회수됩니다,1
지금 바로 보내주시면 2주 안에 받아볼 수 있을까요?,0
[국제발신] 듀] 교통경찰청과징금 부과 내용 전송되었습니다 열람하기,1
[국외 발신] 귀하께 운전 위반[신호 미준수] 벌칙금고지서가 발송되었습니다 내용 확인[URL],1
[국제발신] TeIegram 불안정한 로그인 시도 본인이 아니라면 보안 강화하세요,1
시계의 오른쪽 상단 버튼을 눌러 다이얼에 멋진 조명쇼를 활성화할 수 있습니다.,0
그래서 BBB는 당신의 회사가 최고의 운송수단을 생산한다는 것을 기쁘게 생각합니다.,0
먼저 어린이들이 좋아하는 것 중 하나를 말하라면 바로 그림책입니다.,0
[국외 발신] TIgram에 따라 될 예정이니[TIME] 간이내을 완료 바랍니다,1
알겠습니다. 더 추가할 사항이 있습니까?,0
[국외 발신]teIegram 계정 보안이 위험합니다 계정보완을 위해 다시 로그인하세요,1
아버님께서 금일[TIME] 별세하셨기에 부고 전해드립니 다 장례식장 주소[URL],1
[국제발신] Telegram정이 규을 위반하여 한 될 예정이니 접하여제 하십시오,1
[국제발신] TELEGREM[TIME] 간 이내,1
"어디에서부터 누락이 된 건지는 모르겠지만, 다음에는 이런 일 없도록 하겠습니다.",0
Teegram정에 따라 정이 비활성화될 예정입니다[TIME] 간 내 인증을 해주세요,1
정부 24]감시카메라 포착된 가정쓰레기 분류 오류로 인한 과태료 통지[URL],1
[국외 발신] TeIegram 책 위반으로 탈정이니 12내 증 바랍니,1
[국외 발신] Telegram 책 예정니[TIME] 간 내인 랍,1
[Telegram] 규정 위반으로 [TIME] 간 후 계정 해지됩니다에 접속하여 제한해제 하세요,1
[국제발신] Telegram 사반으퇴이니 12내 인 바랍니다,1
[국외 발신][경찰청 교통 24위반 통보 문자가 전송되었습니다 내용 확인,1
저희는 매우 당황스럽고 불안한 상태에 있습니다.,0
[텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정해지됩니다에 접속하여 인증하세요,1
